id,nome,cpf,email,telefone,endereco,data_nascimento,profissao,salario,estado_civil
8482,Helena Rodrigues,137.426.985-91,xsilveira@example.org,(021) 9524-5248,"Chácara de Correia, 74, Funcionários, 05942842 da Rocha de das Neves / RS",1979-12-10,Médico legista,8275.5,Divorciado(a)
8483,Beatriz Sousa,871.325.964-46,oliver89@example.net,+55 84 6057 9822,"Vila Nascimento, 89, Vila Coqueiral, 08768-755 Pereira / CE",1965-07-22,Produtor de audio visual,2118.0,Divorciado(a)
8484,Erick da Mata,875.496.102-58,nathansa@example.net,(084) 9175-5130,"Campo Moraes, Santa Cruz, 11230-528 Barros de Minas / SP",1946-06-08,Cancerologista ou Oncologista,8088.0,Divorciado(a)
8485,Marcela Santos,950.782.463-47,diogocavalcanti@example.net,21 5822 0050,"Pátio Sara Costa, 30, Pirineus, 83667098 Cunha da Prata / MT",1963-06-06,Percursionista,5250.0,Divorciado(a)
8486,Lavínia Silva,729.610.548-85,maria-claraazevedo@example.net,(061) 0592-6050,"Condomínio Guilherme Costa, Caiçara - Adelaide, 79099903 Fernandes de Borges / PI",1972-02-20,Supervisor,7770.0,Divorciado(a)
8487,Sr. Benjamim Pastor,036.728.419-78,davi-luizlopes@example.org,0800-647-0414,"Praia Cunha, 4, Apolonia, 77081-949 Nascimento de Costa / SP",1955-05-06,Produtor editorial,14962.5,Casado(a)
8488,Julia Alves,135.068.947-57,pereiraelisa@example.org,+55 21 5589 6810,"Vereda Siqueira, 74, União, 51025477 Porto / PA",1938-03-16,Escriturário,3807.0,Viúvo(a)
8489,Davi Miguel Casa Grande,548.963.710-20,sofiavieira@example.org,71 5679-2364,"Fazenda de Teixeira, 8, Jardim Dos Comerciarios, 13185249 Campos / RN",2000-05-31,Kite-surfer,12607.5,Divorciado(a)
8490,Davi Luiz Oliveira,162.940.835-24,jose-miguel96@example.net,+55 51 2781 6115,"Fazenda de Guerra, 74, Ambrosina, 65583-695 Araújo de Minas / RR",1961-08-10,Químico farmacêutico,10252.5,Divorciado(a)
8491,Arthur Miguel Nunes,105.692.843-33,raulda-mota@example.org,+55 (011) 6027 9658,"Estrada Camargo, 96, Marajó, 16498-396 Andrade da Praia / AC",1940-02-13,Engenheiro de aquicultura,9943.5,Casado(a)
8492,Caio Barbosa,327.589.460-92,mathias30@example.org,21 5556-8377,"Residencial Azevedo, 18, Das Industrias I, 88629-096 Fogaça / MG",1991-07-06,Armeiro,11484.0,Solteiro(a)
8493,Breno Oliveira,619.327.405-70,luiz-henriquecasa-grande@example.net,51 3978 1798,"Morro de da Luz, 97, Cenaculo, 82141-730 Vasconcelos dos Dourados / RJ",1984-07-22,Coach,9297.0,Casado(a)
8494,Samuel da Mata,497.380.261-13,costajoao-miguel@example.com,(051) 0754 2737,"Esplanada Gabriela Almeida, Xodo-Marize, 80928564 Azevedo / MS",1970-05-27,Meredeira,8179.5,Solteiro(a)
8495,Dra. Bella Barros,764.291.380-03,otaviobarros@example.org,71 3563-0068,"Vila Borges, 81, Grota, 09760761 Cirino do Campo / AL",2001-06-17,Cientista social,13086.0,Solteiro(a)
8496,Mariana da Cruz,027.495.631-43,samuel81@example.org,+55 21 1172-3777,"Chácara de Moraes, 30, Senhor Dos Passos, 87294-086 Andrade / RS",1971-10-10,Auxiliar administrativo,9448.5,Viúvo(a)
8497,João Miguel Fernandes,507.142.386-35,aylla18@example.com,71 6879-3300,"Travessa de Carvalho, 96, Cônego Pinheiro 2ª Seção, 64587-710 Nogueira de Duarte / SE",1952-10-03,Modelista,12333.0,Viúvo(a)
8498,Brayan Sá,350.271.964-07,goncalvesmatteo@example.org,(031) 6608-7424,"Campo de da Rosa, 30, Das Industrias I, 63748374 Moreira do Galho / RN",1996-10-18,Arqueólogo,10948.5,Viúvo(a)
8499,Isabela Fonseca,204.387.169-22,amacedo@example.net,+55 (051) 1559-6901,"Condomínio Guilherme Borges, Marajó, 08550002 Pacheco do Sul / MG",1952-12-04,Zootecnista,7696.5,Viúvo(a)
8500,Isaque Andrade,705.491.362-07,maria-luisada-conceicao@example.net,+55 (071) 2920 8946,"Trecho de Rocha, 82, Vila Nova Gameleira 1ª Seção, 08920817 Sampaio do Campo / AC",1966-12-23,Cobaia Médica,11403.0,Viúvo(a)
8501,Raul Borges,235.418.706-80,aragaothiago@example.net,+55 (021) 2814-8758,"Rua Casa Grande, 29, Planalto, 14001-381 Brito do Oeste / AC",1950-02-20,Escrivão,5710.5,Viúvo(a)
8502,Sr. Rodrigo Silva,521.807.634-17,jose-pedrocosta@example.org,+55 (084) 5599 6785,"Largo de da Costa, 14, Ventosa, 92004746 Sampaio de da Luz / SE",1941-06-01,Engenheiro de manufatura,14550.0,Viúvo(a)
8503,Dr. Pietro da Paz,379.286.045-74,isaac45@example.net,11 4010 1869,"Praia Brito, Vista Alegre, 10699-994 da Cruz / BA",2006-02-18,Astrofísico,222.0,Divorciado(a)
8504,Théo Caldeira,231.864.059-98,ravy25@example.com,61 9496-8681,"Loteamento de Cardoso, 508, Palmeiras, 95003-331 Macedo Verde / GO",1995-02-26,Implantodontista,11511.0,Casado(a)
8505,Luigi das Neves,783.546.029-74,jaraujo@example.org,+55 11 5495-5796,"Condomínio de Machado, 378, Saudade, 12749497 Sampaio das Flores / ES",1952-10-25,Moldador,5916.0,Solteiro(a)
8506,Sra. Ana Carolina Martins,529.401.763-61,barrosisis@example.org,71 3618-6949,"Travessa Pastor, 49, Tirol, 94300-830 Martins / AC",1966-12-11,Lavador,8242.5,Casado(a)
8507,Dr. Pedro da Paz,463.792.015-99,bfonseca@example.org,+55 (071) 4661-0575,"Rodovia de Araújo, 49, Caiçara - Adelaide, 59343687 Rodrigues / AM",1966-01-16,Tabelião,13738.5,Divorciado(a)
8508,Benjamim da Paz,541.396.780-20,qrios@example.com,(061) 2513-8163,"Via de Sá, 7, Brasil Industrial, 03720-131 Cardoso da Mata / CE",1936-05-10,Plastimodelista,8925.0,Casado(a)
8509,Cecilia Cassiano,609.347.812-22,evieira@example.net,+55 (011) 6517 7784,"Ladeira da Rosa, 93, Vila Bandeirantes, 83774972 Martins dos Dourados / AL",1963-08-16,Dublador,8169.0,Solteiro(a)
8510,Leonardo Vasconcelos,183.074.269-87,lcampos@example.org,+55 (051) 1681 9367,"Vereda Lima, 6, Santo André, 90642-175 Almeida / DF",1951-11-22,Médico,12156.0,Viúvo(a)
8511,Luiz Henrique Rodrigues,253.910.874-14,sampaiofrancisco@example.org,(041) 8721-9517,"Via Maria Luísa da Luz, 88, Bela Vitoria, 70783-035 Camargo de Goiás / GO",1957-11-07,Engenheiro de aquicultura,5656.5,Casado(a)
8512,Clara Andrade,046.321.598-24,mouraluiz-otavio@example.net,(041) 7409 7938,"Campo Clara Freitas, 70, Vila Da Amizade, 94456-992 das Neves de Guerra / DF",1968-12-26,Atleta de tiro com arco,11122.5,Viúvo(a)
8513,Maria Laura da Rosa,109.785.423-04,rebeca23@example.net,0500-331-5084,"Trecho Castro, 3, Casa Branca, 70461-617 Novais do Amparo / RR",1996-03-12,Tecnólogo em jogos digitais,6865.5,Viúvo(a)
8514,Joana Cardoso,941.385.720-23,luanmacedo@example.org,+55 (061) 4258 3353,"Trecho Albuquerque, Ouro Preto, 14901425 Teixeira / DF",1943-09-21,DJ,13750.5,Divorciado(a)
8515,Rael da Paz,238.069.175-40,sophiasilveira@example.net,+55 11 2938-2966,"Esplanada Casa Grande, Unidas, 14403-299 Souza de Campos / MT",1949-12-14,Político,13042.5,Divorciado(a)
8516,João Miguel Correia,381.704.259-05,wda-mata@example.net,+55 11 0029 1231,"Estação Pinto, Vila Paquetá, 27361646 Vasconcelos da Mata / MG",1991-01-10,Engenheiro de transportes,13326.0,Viúvo(a)
8517,Fernanda Vieira,902.817.543-14,maraujo@example.net,+55 61 8009 4211,"Passarela João Dias, 51, Trevo, 29093927 Sá / DF",2003-11-28,Diretor de produção,1023.0,Divorciado(a)
8518,Ana Luiza Aragão,576.248.019-49,enzo17@example.com,+55 (051) 3906-0228,"Vereda de Ramos, 53, Vila Coqueiral, 78667-947 Camargo / PB",1993-12-26,Diarista,13602.0,Divorciado(a)
8519,Yago Pacheco,701.238.965-68,isaqueporto@example.net,(011) 1065-2841,"Lago Rios, 14, Boa Vista, 21662-251 Souza dos Dourados / SP",1937-09-23,Cientista,862.5,Casado(a)
8520,Eloá Machado,245.168.093-89,da-pazeloah@example.org,+55 31 5204-3607,"Pátio de Santos, 5, Alta Tensão 1ª Seção, 71304-290 Vargas da Prata / RO",1976-04-21,Continuista,1042.5,Divorciado(a)
8521,Sr. Benjamin Melo,304.726.859-29,santosrenan@example.org,+55 51 6296 0793,"Travessa de Macedo, 30, Granja Werneck, 80031-836 Pacheco / MT",1938-09-19,Agente funerário,12495.0,Solteiro(a)
8522,Gael Henrique Casa Grande,358.740.129-23,jose-pedropires@example.com,(041) 9091 0376,"Praça de Almeida, 195, Novo Glória, 43569-486 Jesus do Campo / MS",1961-12-30,Estilista,8193.0,Solteiro(a)
8523,Camila Pastor,375.916.280-03,vcamara@example.com,+55 (081) 4782 6231,"Chácara Maria Alice Câmara, 71, Tirol, 27999-433 Gonçalves / RO",1970-04-28,Administrador público,7299.0,Casado(a)
8524,Júlia Castro,891.470.523-41,luan94@example.com,+55 (071) 4946 6970,"Ladeira Liz Nascimento, Vila Antena, 58495464 Lopes / SC",1940-05-20,Profissional de áudio,3159.0,Viúvo(a)
8525,Srta. Isabel Azevedo,571.934.206-07,teixeirafelipe@example.com,61 9798 5018,"Área de Sousa, 275, Santo Antônio, 77879-251 Fonseca / MS",1980-06-13,Tapeceiro,891.0,Viúvo(a)
8526,Henry da Mota,362.140.985-89,felipejesus@example.com,+55 (061) 5565 1316,"Chácara Câmara, 35, São Salvador, 83558142 Sales / TO",1943-08-06,Urbanista,2061.0,Solteiro(a)
8527,Yago Andrade,603.817.295-59,joao-miguel96@example.org,+55 71 3578 0783,"Trevo Siqueira, 22, Aeroporto, 49720458 Rodrigues / SP",1945-06-04,Auxiliar de serviços gerais,7362.0,Viúvo(a)
8528,Kamilly Vasconcelos,098.437.562-74,yanmoraes@example.org,31 6351-1961,"Estrada Santos, Barão Homem De Melo 3ª Seção, 88629389 Moura / AC",1990-09-27,Arqueólogo,5305.5,Solteiro(a)
8529,Eloah Souza,507.264.918-02,mendespedro-miguel@example.org,+55 (021) 2878-8622,"Sítio Antonella da Mata, 199, São Gonçalo, 25935-092 Pimenta de Minas / AC",1960-11-09,Sexólogo,4240.5,Casado(a)
8530,Maria Sophia Moreira,012.943.658-51,kfernandes@example.org,31 7864 0942,"Trecho de Teixeira, Anchieta, 85366993 da Luz da Serra / CE",1950-03-25,Entalhador,3849.0,Divorciado(a)
8531,Mariane Rodrigues,637.192.058-86,caua64@example.com,41 5478-6589,"Jardim Samuel Vargas, 14, Itaipu, 31375477 Araújo / MA",1958-06-09,Produtor de eventos,4738.5,Casado(a)
8532,Davi Lucas Cavalcanti,614.792.583-00,clara07@example.org,0300-487-5013,"Campo Sá, 19, Ouro Preto, 50902963 Moreira / TO",1977-06-15,Engenheiro de horticultura,14653.5,Viúvo(a)
8533,Raquel Moraes,853.720.941-41,aurora92@example.com,+55 81 1607-9543,"Rodovia de Pacheco, 23, Esperança, 53588-331 da Conceição / MA",1990-04-14,Escultor,7947.0,Divorciado(a)
8534,Mariana Martins,079.425.683-00,maria-flor29@example.net,+55 61 7372-1068,"Aeroporto de Fonseca, 741, Alto Vera Cruz, 44399060 Almeida das Pedras / CE",1973-03-21,Designer de moda,6138.0,Solteiro(a)
8535,Josué Castro,452.013.867-17,evelyn69@example.net,41 1840 2699,"Vale Vasconcelos, 69, Unidas, 35869-647 Moraes de Araújo / PR",1971-03-08,Agente de defesa sanitária,2554.5,Viúvo(a)
8536,Otávio da Conceição,905.387.246-92,sabrina65@example.org,41 7413-4557,"Setor de da Mata, 4, Confisco, 04478102 Carvalho / SE",1981-09-24,Baterista,7170.0,Divorciado(a)
8537,Danilo Mendes,025.791.368-86,vargasapollo@example.net,0300 060 7117,"Área Pimenta, 29, Renascença, 35540-135 Cavalcanti / AL",1950-11-19,Procurador de justiça,4468.5,Solteiro(a)
8538,Nicole Vasconcelos,192.450.837-05,lgomes@example.com,(011) 3017-1665,"Ladeira Azevedo, 18, João Alfredo, 53835201 Rios da Prata / PI",1951-04-02,Controller,2040.0,Solteiro(a)
8539,Bella Casa Grande,247.893.106-04,jalbuquerque@example.org,+55 81 3357 1849,"Lago Catarina Moreira, 376, Ermelinda, 82606-281 da Costa / SE",1945-11-28,Tecnólogo em esporte e lazer,5188.5,Casado(a)
8540,João Lucas Alves,405.926.183-15,maria-claracunha@example.org,0800 720 5867,"Recanto Cassiano, 21, Jardim Do Vale, 61935-257 Peixoto / TO",1936-02-27,Subprefeito,6436.5,Divorciado(a)
8541,José Pedro Vargas,739.510.482-04,pedro-lucasbarbosa@example.com,61 3264 0329,"Aeroporto Kamilly Lopes, 513, Gameleira, 15182-617 Duarte / PI",1988-10-17,Neurocirurgião,8326.5,Solteiro(a)
8542,João Lucas da Mata,982.460.753-65,udias@example.org,(081) 1020 0782,"Colônia Ana Liz Barbosa, 27, Vila Inestan, 42570079 da Conceição dos Dourados / AL",1966-01-29,Governanta,12108.0,Divorciado(a)
8543,Luiz Gustavo Sousa,217.048.569-49,ribeirocecilia@example.com,+55 (051) 2898-1747,"Rodovia de Souza, 595, Mariano De Abreu, 98185-284 Nascimento do Campo / ES",1938-02-08,Argumentista,14212.5,Divorciado(a)
8544,Dr. Breno Nunes,820.379.541-23,bernardoduarte@example.com,71 0982-1247,"Fazenda Anna Liz Cunha, 421, Santa Helena, 05458516 da Mota / PE",2001-01-14,Encanador,8332.5,Solteiro(a)
8545,Larissa Jesus,794.826.103-69,ybrito@example.net,(021) 5146 6568,"Aeroporto de Rezende, 55, Novo Santa Cecilia, 63508-059 Andrade Alegre / AL",1943-02-17,Costureira,3216.0,Solteiro(a)
8546,Valentim Aparecida,607.943.581-01,ncamargo@example.net,+55 71 1710 4122,"Estrada Pietra Melo, 3, Nossa Senhora De Fátima, 88315-647 Alves / SP",1945-12-18,Profissional de relações internacionais,3805.5,Divorciado(a)
8547,Sr. Heitor da Paz,109.465.837-57,hadassa28@example.net,0500-045-6864,"Viela de Pinto, 94, Novo São Lucas, 42499-228 Cirino do Oeste / MG",1942-05-24,Cerimonialista,3211.5,Viúvo(a)
8548,Sr. José Dias,508.963.712-12,tda-costa@example.net,+55 11 6451 7650,"Recanto Caroline Siqueira, 883, Petropolis, 79616699 Rezende / ES",1978-04-22,Empregado doméstico,11835.0,Viúvo(a)
8549,Dante da Mata,542.076.891-76,wcarvalho@example.org,+55 84 5229-3823,"Via Peixoto, 504, Santa Branca, 75931-681 Sampaio de da Luz / PR",1991-08-03,Inspetor,2785.5,Viúvo(a)
8550,Lorenzo Cavalcanti,629.087.153-68,nataliamarques@example.com,+55 (021) 7872 5516,"Feira Bernardo Alves, 8, Jaraguá, 76361960 Leão / AC",1993-06-11,Coreógrafo,1240.5,Divorciado(a)
8551,Bárbara Lopes,793.250.168-77,peixotoaurora@example.com,81 9419-9200,"Sítio de Vieira, 14, Vila Paquetá, 97533807 Viana / BA",1996-08-05,Pneumologista,13515.0,Viúvo(a)
8552,Luiz Gustavo Costela,273.486.901-22,maite13@example.com,+55 (021) 1322-2773,"Praia Farias, 48, Calafate, 03047983 Lima / BA",1960-07-24,Cumim,3961.5,Divorciado(a)
8553,Benicio Cunha,634.027.895-74,tguerra@example.com,81 3236 7048,"Loteamento de Siqueira, 48, Comiteco, 45873421 Castro de Pereira / PB",1953-02-22,Engenheiro ambiental,5566.5,Viúvo(a)
8554,Thomas da Paz,920.678.435-83,ana-lizcaldeira@example.com,51 7266 1490,"Área de Andrade, 1, Solar Do Barreiro, 53186-556 Moraes / PA",1979-04-17,Engenheiro de alimentos,5961.0,Divorciado(a)
8555,Joaquim Cunha,504.826.391-05,goncalveserick@example.net,+55 (021) 5346-7924,"Loteamento de Cardoso, 39, Lajedo, 24024960 Nascimento Alegre / PA",1997-01-30,Timoneiro,133.5,Casado(a)
8556,Dra. Ana Beatriz Teixeira,472.186.950-94,vieirajoao-pedro@example.net,+55 (041) 9014 5349,"Distrito José Aragão, Vila São João Batista, 25556481 Jesus / GO",1954-11-25,Esgrimista,3624.0,Divorciado(a)
8557,Vinicius Mendes,281.069.435-42,mouracaleb@example.net,+55 41 4109-7731,"Vale de Cavalcante, 63, Nova Pampulha, 34469-178 Moreira de Costa / TO",1981-02-20,Caixa,6430.5,Viúvo(a)
8558,Bárbara Ferreira,649.805.712-20,sarah22@example.net,+55 (084) 4695 4196,"Morro Rios, 26, Vila Atila De Paiva, 86564825 Cavalcante das Pedras / RO",1998-12-24,Cartunista,12360.0,Viúvo(a)
8559,Maria Vitória Pinto,798.316.245-64,julia94@example.com,(071) 3318-3193,"Estrada Isaac Araújo, 3, Camargos, 84939764 Andrade / PB",1964-02-12,Jogador de basquete,13645.5,Casado(a)
8560,Kevin Melo,079.643.521-99,agatha22@example.net,+55 (081) 4897 7430,"Lago Lopes, Marieta 3ª Seção, 00654024 Duarte das Flores / RS",1983-06-17,Auxiliar de serviços gerais,11355.0,Casado(a)
8561,Benjamim da Costa,205.486.973-29,ana-claracavalcanti@example.com,+55 31 3879 5077,"Fazenda Zoe Ferreira, 365, Vila Independencia 2ª Seção, 70629-192 Moraes de Minas / RS",2007-07-12,Odontologista preventivo e social,8035.5,Viúvo(a)
8562,Heloísa Caldeira,265.849.713-09,hrios@example.net,21 6081 9784,"Favela Zoe Azevedo, 93, Vila Atila De Paiva, 63659755 Caldeira / PR",1955-07-01,Endocrinologista,9033.0,Divorciado(a)
8563,Dr. Kaique Ferreira,342.781.509-97,lporto@example.net,(084) 8034 1693,"Favela Theo da Mota, 82, Dom Silverio, 86556-511 Câmara de Cirino / AM",1998-12-24,Tecnólogo em produção de bebidas,13362.0,Casado(a)
8564,Clarice da Cruz,532.417.086-08,correiadiogo@example.org,21 5214 2075,"Campo de Monteiro, 33, Vila Madre Gertrudes 3ª Seção, 28048-163 da Mata da Mata / GO",1999-02-26,Moldureiro,12634.5,Divorciado(a)
8565,Mateus Fernandes,831.967.052-77,aragaocatarina@example.org,81 6712 2478,"Núcleo da Mata, 597, João Alfredo, 35471932 Montenegro do Norte / RS",1998-12-23,Cientista,12618.0,Divorciado(a)
8566,João Gabriel Novaes,370.629.548-29,antonella61@example.com,+55 (041) 0778 1891,"Ladeira Stella Souza, 627, Aarão Reis, 60447147 Gomes do Sul / PI",1976-11-08,Gagsman,13587.0,Casado(a)
8567,Arthur Alves,109.736.284-13,stephanyguerra@example.net,84 2040-1791,"Viaduto Evelyn Farias, 276, Engenho Nogueira, 66943-765 Santos / SP",1941-03-30,Acompanhante,14385.0,Solteiro(a)
8568,Sra. Valentina Cavalcanti,093.176.284-78,barbosatheodoro@example.net,+55 71 5662 8467,"Vila Emanuella Duarte, 1, Serrano, 65675-829 Sales / PI",1958-10-24,Cinematográfo,11776.5,Casado(a)
8569,Srta. Maria Laura Araújo,024.951.378-14,maria-ceciliacastro@example.com,+55 (071) 3409 9452,"Colônia de Lopes, 8, Santo Agostinho, 31753261 Rocha do Sul / PB",2004-02-21,Operador de vídeo,10624.5,Viúvo(a)
8570,Otto Garcia,859.463.712-82,mporto@example.net,21 4717 9767,"Avenida Correia, 25, Mantiqueira, 07030-498 Andrade do Galho / SP",1991-02-13,Viveirista,4479.0,Solteiro(a)
8571,João Lucas Jesus,085.693.217-59,marina36@example.com,+55 (021) 2886 3562,"Praia Pinto, 91, Sport Club, 21615086 Gomes da Praia / AC",1936-08-15,Biomédico,1153.5,Divorciado(a)
8572,Carlos Eduardo Montenegro,127.593.406-43,britopedro-miguel@example.net,71 8787-8735,"Praia Novais, 6, Planalto, 68435504 Almeida / MA",1971-05-08,Produtor de multimídia,6406.5,Casado(a)
8573,Paulo Abreu,397.862.504-00,clarice73@example.org,+55 71 6696 6145,"Vila Benjamim Sousa, 637, Olhos D'água, 81450-449 Jesus / RS",2007-08-08,Almoxarife,7612.5,Solteiro(a)
8574,Theo Azevedo,102.735.869-12,isilva@example.org,41 5958 0526,"Residencial Marcela Lopes, 456, Dom Cabral, 78821-168 Aragão de Moura / PB",1938-11-19,Cobaia Médica,3760.5,Divorciado(a)
8575,Ágatha Monteiro,357.094.612-61,jaragao@example.net,+55 21 5463 9409,"Praça de Câmara, 71, João Pinheiro, 97111079 Lima / SE",1944-03-23,Bailarina,2784.0,Casado(a)
8576,Calebe Caldeira,027.418.569-58,yferreira@example.com,+55 11 0876-9580,"Ladeira Murilo Cavalcante, Lajedo, 20746902 Albuquerque / PI",1941-11-27,Toxicologista,6432.0,Viúvo(a)
8577,Igor Gonçalves,341.587.062-62,isadora74@example.com,71 0680-9539,"Jardim Vitória Siqueira, 83, Coração Eucarístico, 99376-379 Rios Verde / MG",2003-04-21,Fonoaudiólogo,3003.0,Viúvo(a)
8578,Pedro Lucas Garcia,593.760.182-30,ssilveira@example.org,+55 (051) 8952-0152,"Estação Jade Cassiano, 3, Vila Jardim São José, 07799197 Nunes / SP",1941-04-26,Gagsman,4327.5,Divorciado(a)
8579,Sr. Theodoro Rodrigues,216.034.598-98,oliver16@example.com,(051) 8574 8612,"Trevo de Castro, 76, Madre Gertrudes, 42710-391 Ramos / BA",1967-08-12,Guincheiro,4110.0,Viúvo(a)
8580,Vitor Novaes,468.205.371-07,rhavida-rosa@example.net,51 4818 4923,"Pátio de Sousa, Conjunto Jardim Filadélfia, 16929-109 Rezende / TO",1954-06-11,Navegador,13864.5,Solteiro(a)
8581,Kevin Abreu,849.365.210-51,martinscaleb@example.com,84 2419-3882,"Recanto Fonseca, 48, Santa Sofia, 21641-335 Lima / GO",1994-09-24,Revendedor,13648.5,Solteiro(a)
8582,Luiza Duarte,203.198.745-32,kamilly96@example.net,+55 (051) 2141-2151,"Via de Borges, 838, Vila Independencia 2ª Seção, 25330347 Teixeira de Minas / RS",1936-12-06,Engenheiro de processos,3678.0,Divorciado(a)
8583,Rodrigo Lopes,453.082.917-05,cardosoana-vitoria@example.com,+55 61 9700-8602,"Via Heitor Pastor, 952, Nossa Senhora Da Conceição, 21058-039 Fernandes / MG",1935-12-05,Encarregado de manutenção predial,640.5,Solteiro(a)
8584,Ian Rios,846.351.270-44,maria-cecilia33@example.net,(041) 5684 1380,"Chácara Nascimento, 2, Nova Cachoeirinha, 69192-851 Cardoso de Moreira / MS",1991-11-13,Profissional de rádio e tv,6190.5,Solteiro(a)
8585,Eloah Novaes,348.169.275-73,ana-juliamoura@example.com,(051) 9254 1543,"Trevo Rezende, 13, Conjunto Paulo Vi, 01237-626 Sousa / PA",1975-03-23,Editor de mesa de corte,2373.0,Divorciado(a)
8586,Bianca Gonçalves,419.708.562-11,pedroda-mota@example.net,+55 (061) 3853-0913,"Ladeira Castro, 1, Caetano Furquim, 92848395 Camargo de Oliveira / AL",1958-10-24,Técnico em hardware,9822.0,Solteiro(a)
8587,Vitor Gabriel Abreu,638.129.045-51,aliciamartins@example.org,+55 (051) 1586 5142,"Vereda Danilo Castro, 5, Pousada Santo Antonio, 16924195 Vieira do Galho / MS",1941-08-17,Coveiro/Sepultador,8086.5,Casado(a)
8588,José Borges,870.591.642-94,barbara32@example.net,21 9821 6976,"Vereda de Barros, 52, Vila Jardim Montanhes, 40775798 Sá / PA",1951-05-17,Motorista,14937.0,Viúvo(a)
8589,Dra. Antonella Costela,612.934.578-09,oliveirajoao-vitor@example.net,+55 84 4039-7324,"Fazenda de Marques, 456, Santa Sofia, 36733-266 Cardoso Paulista / BA",1965-10-14,Produtor editorial,7543.5,Viúvo(a)
8590,Marcos Vinicius Duarte,213.079.584-60,camila50@example.org,+55 11 1190-8307,"Conjunto Sousa, 94, Jatobá, 77583-437 Guerra da Praia / GO",2005-12-06,Engenheiro de manufatura,12958.5,Viúvo(a)
